userid,username,forumid,most_active_forum
15666,sympathicidiot,NULL,NULL
15669,R00N101,NULL,NULL
15670,effex,212,"Services / Setup"
15674,exs,NULL,NULL
15677,DUMP@R,242,"EC&amp;CC Dumps"
15699,MeisterProper,188,Vorstellungen
15678,Yasu,209,Carding/Instorecarding
15680,basstard1,NULL,NULL
15679,n55,NULL,NULL
15681,ckaay,NULL,NULL
15682,TheGoofy,189,Tutorials
15683,w0rst,NULL,NULL
15684,volkaned,NULL,NULL
15685,destriX,NULL,NULL
15687,Ducky,NULL,NULL
15688,"The Unpredictable",NULL,NULL
15703,chrisgeorge02,NULL,NULL
15689,B4ckd00r,NULL,NULL
15692,pokerstar,NULL,NULL
15694,jimmy,NULL,NULL
15698,o0Manny0o,NULL,NULL
15695,blad,NULL,NULL
15697,udmgbyme,NULL,NULL
15696,Neon,181,"Zahlungsmethoden und Cashout"
15700,wewt,NULL,NULL
15702,xCLEANy0,NULL,NULL
15704,elfre,NULL,NULL
15706,kamelreiter2,NULL,NULL
15705,NoN4m3,NULL,NULL
15707,Walfänger,NULL,NULL
15708,Timsen,NULL,NULL
15709,powachill4,NULL,NULL
15710,dkanalie,NULL,NULL
15711,llsanaall10,NULL,NULL
15712,Kekek,NULL,NULL
15713,jodakiller,181,"Zahlungsmethoden und Cashout"
15714,x86,NULL,NULL
15715,FrezoR,NULL,NULL
15742,Wizzzard,NULL,NULL
15736,blackstar77,174,Paymentsystems
15716,JayIzFlyz,NULL,NULL
15717,unshi,NULL,NULL
15718,tribollo,NULL,NULL
15887,Mikeroleader,188,Vorstellungen
15751,Nachtgestört,188,Vorstellungen
15719,TheC0re,NULL,NULL
15720,Savro,181,"Zahlungsmethoden und Cashout"
15721,freack520,NULL,NULL
15722,Fisatec,251,Sonstiges
15739,jokerz,NULL,NULL
15723,liveh4cker,NULL,NULL
15724,Damager,NULL,NULL
15777,tkoh,193,"Social Engeneering"
15725,liberteh,NULL,NULL
15726,bernie,NULL,NULL
15727,Hostmaster2010,NULL,NULL
15734,FiddyxFiddy,NULL,NULL
15818,dropmaster,NULL,NULL
15981,rafy,NULL,NULL
15728,sventhebutton,NULL,NULL
15729,Hilti,NULL,NULL
15745,sippedipdip,NULL,NULL
15731,shikaru,NULL,NULL
15730,blackjoker,217,Droping/Packstation/Pickpoints...
16205,Katzen,NULL,NULL
15732,ichduda,NULL,NULL
15733,rommo,209,Carding/Instorecarding
15735,DMx0089,NULL,NULL
15737,m-maggot,313,"Allgemeines Archiv"
15924,Sansun2,NULL,NULL
15738,passikor,NULL,NULL
15740,iNTENSION,NULL,NULL
15758,oncaser,NULL,NULL
15841,Masaka,183,Diskussionen
15741,golda,NULL,NULL
15773,PinkFloyD,NULL,NULL
15752,löffel,NULL,NULL
15743,cyber90,238,Trojaner
15753,NEC,NULL,NULL
15744,aslam888888,NULL,NULL
15746,alfabetstier,212,"Services / Setup"
15759,bobsen,NULL,NULL
15756,CutePro,181,"Zahlungsmethoden und Cashout"
15812,froop,NULL,NULL
15747,hartkern,249,Offtopic
16128,foxy_love,NULL,NULL
15748,Syscheck,NULL,NULL
15941,Bunnychecker,181,"Zahlungsmethoden und Cashout"
15749,jUNK,182,"Die Fragen der Neulinge"
15750,Hajcc,NULL,NULL
15789,fayth,NULL,NULL
15754,annonym,NULL,NULL
15755,Feirtmich2.0,NULL,NULL
15757,evilhacker,203,"Virtual creditcard (Cvv)"
15760,"woody woodhacker",NULL,NULL
15761,Koopa,NULL,NULL
15762,dmessn28,NULL,NULL
15763,Hellraiser45,NULL,NULL
15764,t081as,NULL,NULL
15769,tinti,NULL,NULL
15765,BTM,188,Vorstellungen
15766,Schimmelaffe,NULL,NULL
15767,b4cef4ce,NULL,NULL
15768,alexj,188,Vorstellungen
15784,Vill0w,NULL,NULL
15781,nilo,NULL,NULL
15770,zelosfan,NULL,NULL
15771,Robin,NULL,NULL
15772,patr1ck,NULL,NULL
15787,tomjerry,NULL,NULL
15940,Jonas123,226,"Support / Kritik / Verbesserungsvorschläge"
15774,Jas0n,231,Botnet
15775,Mooe,189,Tutorials
15776,Kaas,249,Offtopic
15778,famouz1337,NULL,NULL
15780,diniking154,209,Carding/Instorecarding
15810,diperdee,NULL,NULL
15779,DerBekackte,NULL,NULL
16037,miaumiau,NULL,NULL
16129,Destro,NULL,NULL
15782,mario.walden,NULL,NULL
15786,adcock,NULL,NULL
15783,gn03rz,NULL,NULL
15914,xcoder666,NULL,NULL
15842,The.Dealer,NULL,NULL
15785,smokingteddy89,NULL,NULL
15795,poll7979,NULL,NULL
15790,Prospecter,188,Vorstellungen
15793,arshavin,NULL,NULL
15788,CAPRICORN,188,Vorstellungen
16042,keegee23,NULL,NULL
15792,Rone,189,Tutorials
15791,Palshop,NULL,NULL
15813,patientensprecher,NULL,NULL
15794,14506926062E3,NULL,NULL
15796,Kokakoma,NULL,NULL
16009,complexb0y,NULL,NULL
15797,PPay,NULL,NULL
15821,FameAndHonour,NULL,NULL
15798,wiCkEd,NULL,NULL
15799,supermario,188,Vorstellungen
15800,italo28kl,NULL,NULL
15802,Dodobierdose,NULL,NULL
15801,stronger87,181,"Zahlungsmethoden und Cashout"
15803,alfredCVV,280,Solved
16216,BiggestGrow,NULL,NULL
15804,User_User,235,Archiv
15805,~~RedBull~~,NULL,NULL
15806,saleloader,NULL,NULL
15807,bordsteinfresse,NULL,NULL
15808,su:madre,NULL,NULL
15809,Jaguar,238,Trojaner
15811,Shinji,182,"Die Fragen der Neulinge"
15814,BruceRolfe,171,"Virtual Carding"
15815,taohoof,171,"Virtual Carding"
15817,Ostrava,NULL,NULL
15816,kirekire,NULL,NULL
15819,^^Silver^^,181,"Zahlungsmethoden und Cashout"
15820,Seki,240,Webhosting
15822,tatsache,NULL,NULL
15823,gammel22,189,Tutorials
15895,H@ck,NULL,NULL
15825,luckyboy22,183,Diskussionen
15824,LittleFoot,217,Droping/Packstation/Pickpoints...
16115,Protect,NULL,NULL
15897,Beta,NULL,NULL
15833,oxforder,NULL,NULL
15826,Suckling,NULL,NULL
15846,gabbyadjei,NULL,NULL
15827,DixY,NULL,NULL
15828,z00li,NULL,NULL
15829,Sideout,NULL,NULL
15830,pi4atka,NULL,NULL
15831,Bang,251,Sonstiges
15832,daywalker99,183,Diskussionen
15839,Fartt,181,"Zahlungsmethoden und Cashout"
15834,Nork,NULL,NULL
15835,gethan,234,Injections
15836,Jayden_x,NULL,NULL
15929,MAJONAISE,NULL,NULL
15837,Stardust,NULL,NULL
15838,bruzzle,NULL,NULL
15840,blakdo,217,Droping/Packstation/Pickpoints...
15843,cardinggtb,NULL,NULL
15845,best09,NULL,NULL
15844,Glowz,NULL,NULL
15847,mauusdf,NULL,NULL
15848,smacka,249,Offtopic
15849,xUniverse,251,Sonstiges
15850,nonamestreet,NULL,NULL
15851,DarkShark,NULL,NULL
15862,schicksvibrator,NULL,NULL
15852,DropsGermany,NULL,NULL
15853,playa_1,181,"Zahlungsmethoden und Cashout"
15854,rippernr1,NULL,NULL
15855,Bibo,188,Vorstellungen
15856,LUi,NULL,NULL
15857,80va,NULL,NULL
15858,Kujin,NULL,NULL
15861,cecile,NULL,NULL
15859,RTL,NULL,NULL
15879,Clown^,NULL,NULL
15860,haze,240,Webhosting
15863,cyberliqht,NULL,NULL
15934,sugardady,251,Sonstiges
15864,Oldschool,NULL,NULL
15865,li_yungfu900,NULL,NULL
15866,y0.,NULL,NULL
15870,tm88,NULL,NULL
15946,drpenguin20,NULL,NULL
15868,UltRa,241,"Real Carding"
15867,Gun,NULL,NULL
15869,lolroflhax,NULL,NULL
15872,sIMON1337,NULL,NULL
15873,pablo,NULL,NULL
16219,BIGBEN,NULL,NULL
15874,Mofo,NULL,NULL
15875,CR0WN,188,Vorstellungen
15876,Dudeheit,NULL,NULL
15877,Topkapi,242,"EC&amp;CC Dumps"
15878,BazzPawner,181,"Zahlungsmethoden und Cashout"
15880,Hakzor,NULL,NULL
15881,Alex11,NULL,NULL
15882,panedek,NULL,NULL
15883,cr0w,NULL,NULL
18044,kalamia,NULL,NULL
15885,Reaction,NULL,NULL
15915,xuNNy1337,209,Carding/Instorecarding
15886,kenafban,NULL,NULL
15890,DocSnyder,NULL,NULL
15888,mrqqq,NULL,NULL
15889,sun67,NULL,NULL
15891,desperado,188,Vorstellungen
15892,don77,181,"Zahlungsmethoden und Cashout"
16204,Hello,NULL,NULL
15893,Blackguard,216,Searching
15894,Juliaz,NULL,NULL
15896,Vitalka,NULL,NULL
15899,a3658844,NULL,NULL
15898,ThePrincess,NULL,NULL
15900,patrick76,NULL,NULL
15902,alphatier,NULL,NULL
15901,digital_guy_283,NULL,NULL
15903,jokoono,NULL,NULL
15904,JJtrez,249,Offtopic
15905,mr.pancaketits,188,Vorstellungen
15906,Mr.X,181,"Zahlungsmethoden und Cashout"
15907,MaroPolo,NULL,NULL
16010,CrimeCore.info,NULL,NULL
15908,12dima12,181,"Zahlungsmethoden und Cashout"
15909,TB.fm,NULL,NULL
15910,blubb,NULL,NULL
15990,sucheVICLOGS!,NULL,NULL
15917,N0Nam3,249,Offtopic
15911,CHANEL1337,NULL,NULL
15912,younz,NULL,NULL
15913,xiuojie,NULL,NULL
15916,Hansi,NULL,NULL
15919,sebdonq,NULL,NULL
15918,Eisenhaus,NULL,NULL
15920,Sale,NULL,NULL
15974,Spitzweg,188,Vorstellungen
15921,Ghost,NULL,NULL
16167,Conner,NULL,NULL
15925,virtual0,NULL,NULL
15922,.Master,231,Botnet
15923,c4rdr34d3r,188,Vorstellungen
16012,FREEDOM,NULL,NULL
15933,Scorp1,NULL,NULL
15926,HeXor,211,"Goods / Drugs / Self Defense"
15927,sylvioschmidt,NULL,NULL
15932,xanthin,NULL,NULL
15928,Agrypinie,NULL,NULL
16079,ToterWolf,181,"Zahlungsmethoden und Cashout"
15930,mc_lovin256,NULL,NULL
15931,suffix,NULL,NULL
15936,tiptop,NULL,NULL
15935,fred1251,NULL,NULL
15937,Ba$$,NULL,NULL
15948,Money4cash-SELLER,NULL,NULL
15938,Fischerxnx,NULL,NULL
15939,Scorp2,NULL,NULL
15983,Saskia,183,Diskussionen
15942,Apple78,NULL,NULL
15943,Snipp3r,NULL,NULL
15944,k!llµ,249,Offtopic
15945,NURWENNDIEMUSCHIFRESHIST,NULL,NULL
15985,katruka,NULL,NULL
16022,SmasherTheOne,NULL,NULL
15947,divinit4s,181,"Zahlungsmethoden und Cashout"
15950,lagzor,NULL,NULL
15949,Grobba,NULL,NULL
15951,blackblizzard,NULL,NULL
15953,mickey,NULL,NULL
15952,pl_sn4k3,NULL,NULL
15954,nurus,NULL,NULL
15955,dhl-packstation,181,"Zahlungsmethoden und Cashout"
15956,yourmother,NULL,NULL
15957,ShadowSkull,NULL,NULL
15958,Tissuan,258,Lifestyle
15961,draneman,NULL,NULL
15959,shaddow22,251,Sonstiges
15960,godson001,NULL,NULL
16235,Matthew,NULL,NULL
15962,sasa80,NULL,NULL
16013,Fr44,NULL,NULL
15969,"IL CAP0",NULL,NULL
16002,"GSM Parts",NULL,NULL
15964,j3rk,181,"Zahlungsmethoden und Cashout"
15965,Jakub,NULL,NULL
15994,titanico,NULL,NULL
15966,asrock,206,"Online banking logins"
15999,Savirus,NULL,NULL
15967,trey,NULL,NULL
15968,meisterbiker,NULL,NULL
15970,Z€RO,NULL,NULL
15973,Pro,181,"Zahlungsmethoden und Cashout"
15971,KleenePitter,NULL,NULL
16024,Bllano,NULL,NULL
15972,Raditschi1,NULL,NULL
15980,Mikalius,249,Offtopic
15975,UEBERKING,NULL,NULL
15976,Dann,NULL,NULL
15979,rigowned,NULL,NULL
15977,g-money,181,"Zahlungsmethoden und Cashout"
16040,BloodyChill,NULL,NULL
15978,santino,NULL,NULL
16090,kotstulle,NULL,NULL
16093,justaboi1,181,"Zahlungsmethoden und Cashout"
15982,Sn1FFy,NULL,NULL
15984,klakse,NULL,NULL
15987,Zorro79,NULL,NULL
15986,dennesso,NULL,NULL
15991,Lebowski,188,Vorstellungen
15988,hiyam,NULL,NULL
15989,lordsnop,NULL,NULL
15992,biertje,NULL,NULL
15993,oricon,NULL,NULL
15995,ericsme123,NULL,NULL
15996,neko2293,NULL,NULL
15997,Q6m2MLhE,NULL,NULL
15998,"spann mann",NULL,NULL
16021,ulrikejunker,221,"Warez Accounts"
16001,creeper,249,Offtopic
16000,FlashfromSwiss,181,"Zahlungsmethoden und Cashout"
16028,Out_of_Serotonin,NULL,NULL
16003,Guru_101011,NULL,NULL
16004,antii,NULL,NULL
16005,Pexus,NULL,NULL
16006,Fallobst,NULL,NULL
16007,rapider10,NULL,NULL
16008,acorc,NULL,NULL
16030,DerSammler,NULL,NULL
16011,Der-wahre-ricithebitchi,NULL,NULL
16016,F4kC4rD3rs,NULL,NULL
16014,Norbernd,249,Offtopic
16015,justinkase,NULL,NULL
16025,theking94,NULL,NULL
16017,1337?not,NULL,NULL
16018,huzala,196,"Nachrichten Germany"
16019,don_juan88,NULL,NULL
16020,BlackByte,188,Vorstellungen
16023,xMomo,NULL,NULL
16034,ph4nt0m_l0rd,196,"Nachrichten Germany"
16026,Yutoshima,NULL,NULL
16189,crashovernight,188,Vorstellungen
16027,iLLuuu,NULL,NULL
16098,latif,181,"Zahlungsmethoden und Cashout"
16029,TAL0N,NULL,NULL
16041,stegmann,181,"Zahlungsmethoden und Cashout"
16072,"Killer Keks",NULL,NULL
16031,karamusimbo,NULL,NULL
16032,KingCrackzzz,209,Carding/Instorecarding
16033,Inuria,NULL,NULL
16035,Beetlejuice,NULL,NULL
16036,Chinaman,NULL,NULL
16038,jugox,NULL,NULL
16039,kanlo,NULL,NULL
16070,croman,NULL,NULL
16214,NE-D,NULL,NULL
16123,JUMPhil,NULL,NULL
16048,priority*,NULL,NULL
16043,Jackdasrippchen,NULL,NULL
16044,peniskopf,NULL,NULL
16045,wesellz,NULL,NULL
16046,bubbel,NULL,NULL
16053,loinkky,NULL,NULL
16047,3xe,NULL,NULL
16049,wellbis,NULL,NULL
16050,NikeAirMAx,NULL,NULL
16051,atros,188,Vorstellungen
16052,FrankMuc,NULL,NULL
16054,Enr0,252,Crypter/Packer/Binder
16136,ZloY,NULL,NULL
16055,RazorheadTNT,181,"Zahlungsmethoden und Cashout"
16058,x0x0,249,Offtopic
16056,"Daban Urnud",188,Vorstellungen
16057,misterno,NULL,NULL
16059,1Sn0wbreaker,NULL,NULL
16060,shax77,NULL,NULL
16061,hillfiger187,NULL,NULL
16062,whoami,NULL,NULL
16063,Nostra,NULL,NULL
16064,Xedos,NULL,NULL
16066,ArmanCC,NULL,NULL
16065,firef0x,NULL,NULL
16067,Reorhat,NULL,NULL
16068,digitman,NULL,NULL
16069,fhadmin,183,Diskussionen
16190,csiebzehn,NULL,NULL
16074,Darkone,NULL,NULL
16073,cannonball,NULL,NULL
16071,reddevil,NULL,NULL
16075,Airz,249,Offtopic
16080,Obscure,188,Vorstellungen
16091,thankx,226,"Support / Kritik / Verbesserungsvorschläge"
16076,Gabana,NULL,NULL
16077,deny0,233,Exploits
16078,x69,211,"Goods / Drugs / Self Defense"
16104,Samiel,NULL,NULL
16095,HeulSelber,NULL,NULL
16081,sgt_P3P,NULL,NULL
16085,An!s,NULL,NULL
16082,gooza,NULL,NULL
16083,weeha,NULL,NULL
16084,SpeedyGonzalez,NULL,NULL
16087,benjii6077,188,Vorstellungen
16086,3lanka,NULL,NULL
16089,xxsynxx,NULL,NULL
16088,turnvater,NULL,NULL
16092,13nero5500537,NULL,NULL
16099,Belloman,249,Offtopic
16094,kalezz,NULL,NULL
16097,Moung,NULL,NULL
16096,maggimarc88,NULL,NULL
16100,mureed,NULL,NULL
16101,core,NULL,NULL
16102,"Adolf Hitler",NULL,NULL
16103,Skert,NULL,NULL
16106,general.buyer,NULL,NULL
16105,Night-Jumper,NULL,NULL
16110,Siedlaa,NULL,NULL
16107,tabz,217,Droping/Packstation/Pickpoints...
16108,j4ck,236,"Hash Verschlüselungen / Passwort Cracking"
16109,aenges,NULL,NULL
16120,l0OkIn,NULL,NULL
16112,LejzerK,183,Diskussionen
16116,minotaurus,NULL,NULL
16113,ALumi,NULL,NULL
16114,DIOXIN,203,"Virtual creditcard (Cvv)"
16149,hitchhikinmatt,NULL,NULL
16157,DeviToKill,209,Carding/Instorecarding
16132,Black_HAWK,183,Diskussionen
16117,alex-garten,188,Vorstellungen
16119,certus,NULL,NULL
16118,cCertus,NULL,NULL
16133,sensen,NULL,NULL
16121,elnota,NULL,NULL
16122,uk.berlin,188,Vorstellungen
16124,judencarders,NULL,NULL
16125,natrox,NULL,NULL
16134,mgo,NULL,NULL
16127,machtlos,181,"Zahlungsmethoden und Cashout"
16126,Amazinghorse,NULL,NULL
16130,"ich bins",NULL,NULL
16131,karaboi,188,Vorstellungen
16207,CrackAgain,249,Offtopic
16143,eazy,NULL,NULL
16135,schnoffel,NULL,NULL
16249,RipperWarnung,NULL,NULL
16137,TrainSpy,NULL,NULL
16144,Anony,196,"Nachrichten Germany"
16138,Bald_Headed_Bastard,188,Vorstellungen
16139,omichlo,NULL,NULL
16140,carlox,188,Vorstellungen
16141,Psyxz,NULL,NULL
16142,easy11easy,NULL,NULL
16145,nurmalkurz,226,"Support / Kritik / Verbesserungsvorschläge"
16169,skipan,NULL,NULL
16147,lolilol,181,"Zahlungsmethoden und Cashout"
16146,Schnullerbernd,NULL,NULL
16176,Vargazack,NULL,NULL
16224,shuttle,256,"Technik Allgemein"
16148,kuxxnN.,209,Carding/Instorecarding
16153,PepperGreen,251,Sonstiges
16160,E4v3n,NULL,NULL
16151,Gammler,NULL,NULL
16150,fraiser,NULL,NULL
16152,Spaiky,NULL,NULL
16154,Ideal,NULL,NULL
16155,Dreg,NULL,NULL
16170,satlover69,NULL,NULL
16156,Eistee87,NULL,NULL
16171,skouaL,NULL,NULL
16158,raunchy,NULL,NULL
16159,Paulchen_Cgn,277,Board-Polizei
16177,Nikolei,NULL,NULL
16161,s0me0ne,NULL,NULL
16172,kipagafi,NULL,NULL
16163,n3xus,NULL,NULL
16162,Crackh3ad,183,Diskussionen
16174,Azrail,NULL,NULL
16164,Apart,NULL,NULL
16165,dominater01,NULL,NULL
16166,Stylomarv,NULL,NULL
16168,Gagamel,NULL,NULL
16173,mXnewACComfg,NULL,NULL
16175,kakalacha,NULL,NULL
16183,Ciron,NULL,NULL
16178,Syler,NULL,NULL
16231,AcidTrip,NULL,NULL
16179,T3RROR,NULL,NULL
16180,keba,189,Tutorials
16181,Vencedor,NULL,NULL
16269,LolRiTTeR,NULL,NULL
16182,Self::,NULL,NULL
16193,At0m!c,328,"Newbie Market"
16188,Ground_off!,211,"Goods / Drugs / Self Defense"
16184,Jinotito,NULL,NULL
16186,gallexme,NULL,NULL
16185,carder2010,NULL,NULL
16187,kiobest,NULL,NULL
16230,1337fReAk,NULL,NULL
16272,slashh,171,"Virtual Carding"
16191,kjiN1337,NULL,NULL
16192,sammy,NULL,NULL
16239,pscBastard,181,"Zahlungsmethoden und Cashout"
16202,Hopkins,NULL,NULL
16195,anarasa,NULL,NULL
16194,"Dish 34",NULL,NULL
16199,AvIrAlUkE,NULL,NULL
16196,Kartoffelbirne,NULL,NULL
16197,Flohigh,193,"Social Engeneering"
16198,harvey,NULL,NULL
16200,HotSauce,193,"Social Engeneering"
16201,barney000,NULL,NULL
16203,Mason,204,"English Main"
16206,redmatrixman,NULL,NULL
16208,Will,188,Vorstellungen
16209,BoB,NULL,NULL
16210,benas,NULL,NULL
16211,&#1055;&#1086;&#1089;&#1099;&#1083;&#1082;&#1080;,NULL,NULL
16221,martinscole290,NULL,NULL
16212,Everlasting,NULL,NULL
16213,TheNEOx,231,Botnet
16258,jenigerwelcher2,NULL,NULL
16215,stuppi01,NULL,NULL
16217,abc2k10,181,"Zahlungsmethoden und Cashout"
16218,Ghosty91,NULL,NULL
16244,dwüfk,NULL,NULL
16265,wpr,171,"Virtual Carding"
16220,majidzafrani,NULL,NULL
16222,lucas1102,204,"English Main"
16229,Windeqqa,NULL,NULL
16223,sTaScI,NULL,NULL
16233,norbiz15,NULL,NULL
16225,Kobraloco,NULL,NULL
16226,asd213,NULL,NULL
16227,steilz,NULL,NULL
16228,Maniac13,209,Carding/Instorecarding
16232,sokudok,NULL,NULL
16234,FreddyKrügger,257,"Rechtliches / Legal"
16237,NicolausX,NULL,NULL
16236,Ballin,181,"Zahlungsmethoden und Cashout"
16262,baem91,NULL,NULL
16238,zoht57,NULL,NULL
16240,meikell1,NULL,NULL
16241,cemo,183,Diskussionen
16242,alex.garten,NULL,NULL
16246,test123,NULL,NULL
16243,Petrus,249,Offtopic
16245,Blümchen22,196,"Nachrichten Germany"
16247,OMFG,NULL,NULL
16248,Error,NULL,NULL
16250,Julekk,NULL,NULL
16251,ARWLOOL,NULL,NULL
16252,heroinex,NULL,NULL
16253,mail@mail.de,NULL,NULL
16254,cspr,249,Offtopic
16255,Icmag,NULL,NULL
16256,Cyrax,NULL,NULL
16257,Crystall,NULL,NULL
16259,"Dr. Evil",NULL,NULL
16260,hanal,NULL,NULL
16261,Kasperskyfreak³,183,Diskussionen
16263,larsen9000,188,Vorstellungen
16264,Snowm4nn,189,Tutorials
16268,JacksonXZ,NULL,NULL
16266,bescheuerter.Apfel,NULL,NULL
16267,seems_random_x$5Te,181,"Zahlungsmethoden und Cashout"
16271,miamiweiss,NULL,NULL
16270,nighthawkx0815,NULL,NULL
16457,flitzpiepe,NULL,NULL
16409,xPHPx,NULL,NULL
16332,shadow,NULL,NULL
16477,BASTKTC,NULL,NULL
16277,gid0,196,"Nachrichten Germany"
16450,kakp0t,NULL,NULL
16285,Lustmolch,216,Searching
16325,JosephBonanno,NULL,NULL
16431,shadowmage,NULL,NULL
16274,toody,NULL,NULL
16351,.Vitium,176,"<font color=#FF8C00>Cashout and Drop Service</font>"
16329,manymany,NULL,NULL
16446,Inf0rmer,NULL,NULL
16321,5socks.net,179,"<font color=#FF8C00>Anonymity Services</font>"
16282,heagle,NULL,NULL
16273,chingching,NULL,NULL
16421,JokerAs,NULL,NULL
16456,"Guter Faize",183,Diskussionen
16283,keepalive,181,"Zahlungsmethoden und Cashout"
16279,cedricedric,NULL,NULL
16275,untier,209,Carding/Instorecarding
16276,Sinus10,NULL,NULL
16317,rushhour8761,188,Vorstellungen
16278,Celine,188,Vorstellungen
16280,Teyhouse,NULL,NULL
16343,Shelk,NULL,NULL
16281,Felmmz,249,Offtopic
16290,warlord_7,183,Diskussionen
16284,Murtagh,NULL,NULL
16293,adac,NULL,NULL
16288,CyrusEye,231,Botnet
16291,cangos,NULL,NULL
16286,Headset,249,Offtopic
16319,Don_AMG,NULL,NULL
16447,R4MBo,249,Offtopic
16287,ENNy,NULL,NULL
16306,loogie,NULL,NULL
16289,Doubletap,NULL,NULL
16416,tidyup,NULL,NULL
16292,MonsieurK,193,"Social Engeneering"
16294,cada,NULL,NULL
16481,haxxor1337,NULL,NULL
16395,Thomas_Kreuz,181,"Zahlungsmethoden und Cashout"
16295,&#653;cD&#963;&#628;&#945;&#671;dsC&#671;&#963;&#969;&#628;,NULL,NULL
16324,P4!N,NULL,NULL
16299,xfamouz,NULL,NULL
16296,HQD,NULL,NULL
16298,bashyou101,NULL,NULL
16297,SEIL0S,NULL,NULL
16300,Minad,212,"Services / Setup"
16310,Kanada,280,Solved
16301,TiPPi,NULL,NULL
16427,ares_9,194,"Skimming und Vorschaltgeräte"
16323,the.real.neonaut,NULL,NULL
16302,hitmyballs,NULL,NULL
16330,Devion,NULL,NULL
16303,"M0nte Christo",NULL,NULL
16415,B4dBoyPole,NULL,NULL
16308,kp_kp_kp,NULL,NULL
16304,Zatarra,183,Diskussionen
16305,BaMbutScha,NULL,NULL
16307,AMOR,NULL,NULL
16309,ForE,216,Searching
16311,C1rerman,NULL,NULL
16312,KingKralle,216,Searching
16489,Jack,183,Diskussionen
16368,Drafter488,214,"Drops / Packstation"
16313,McCarding,258,Lifestyle
16314,TrophY,NULL,NULL
16316,Hulk,249,Offtopic
16346,INVID3R,NULL,NULL
16315,DeadMouse,172,"Real Carding"
16353,DP,NULL,NULL
16359,Ruget,NULL,NULL
16460,tartololqwenio,NULL,NULL
16320,[vallium],NULL,NULL
16470,bichas,NULL,NULL
16318,livio,216,Searching
16328,shadowmk,NULL,NULL
16411,^_^lee,211,"Goods / Drugs / Self Defense"
16422,Manifest_KS,328,"Newbie Market"
16326,itwasanaccident,NULL,NULL
16327,alex892518,NULL,NULL
16331,kirllos,NULL,NULL
16333,JackG,NULL,NULL
16401,Kecks,188,Vorstellungen
16334,Wedo,209,Carding/Instorecarding
16335,wizzardpil73,171,"Virtual Carding"
16336,donald,NULL,NULL
16338,SH-Bear,NULL,NULL
16337,theasher,NULL,NULL
16339,Krischn,188,Vorstellungen
16349,TechnozZ,NULL,NULL
16340,Legendary.Barney.Stinson,188,Vorstellungen
16341,sani,181,"Zahlungsmethoden und Cashout"
16344,hashish,NULL,NULL
16432,spezialist,NULL,NULL
16342,karoch,NULL,NULL
16345,BadboyGER,188,Vorstellungen
16383,TupaC,216,Searching
16473,Jason,NULL,NULL
16347,lockdown,181,"Zahlungsmethoden und Cashout"
16370,Alphahack,196,"Nachrichten Germany"
16348,defymos,328,"Newbie Market"
16363,SwissKiffer,NULL,NULL
16350,gribodemon,NULL,NULL
16358,zotix,249,Offtopic
16352,Twix,188,Vorstellungen
16375,Eve92,NULL,NULL
16355,acumc,NULL,NULL
16364,hanko137,223,Identitäten/Docs/IDs/
16354,tempomat_xD,NULL,NULL
16433,peterpan,218,"Hochwertige Accounts"
16356,Schl1tzer,NULL,NULL
16455,SixCore,NULL,NULL
16360,nordblock,NULL,NULL
16362,Kanye,188,Vorstellungen
16361,Altmayer,226,"Support / Kritik / Verbesserungsvorschläge"
16365,creeper10,209,Carding/Instorecarding
16366,Cyborg,188,Vorstellungen
16380,meckl,NULL,NULL
16367,breas-41,NULL,NULL
16369,n4tr0x,NULL,NULL
16371,mirac0lix,NULL,NULL
16374,jagiring,NULL,NULL
16414,Aladin,NULL,NULL
16372,alexnoob,NULL,NULL
16373,justufar,256,"Technik Allgemein"
16392,PerryDDoS,188,Vorstellungen
16435,kkkarder,NULL,NULL
16376,ToolStore-ghosty,NULL,NULL
16379,MrDiaz,NULL,NULL
16378,BonnysRanch,183,Diskussionen
16377,NightkingKTR,249,Offtopic
16400,acevicky,NULL,NULL
16381,Jura,188,Vorstellungen
16423,ExeL,209,Carding/Instorecarding
16382,Infomailer,NULL,NULL
16384,sbank08,188,Vorstellungen
16385,Cross-Elite,NULL,NULL
16464,ch1LLo,238,Trojaner
16386,Quality-Service,188,Vorstellungen
16425,CCfreak,NULL,NULL
16394,puredemon,181,"Zahlungsmethoden und Cashout"
16388,Spez1al,251,Sonstiges
16443,Hei,NULL,NULL
16428,petermc,266,Media
16390,gatekeeper,NULL,NULL
16387,Wegwert9,NULL,NULL
16389,card1ng,234,Injections
16391,spast08,NULL,NULL
16393,freazz3,NULL,NULL
16407,acheron,216,Searching
16398,muchmore69,188,Vorstellungen
16397,SSmaster123,NULL,NULL
16396,xtream,NULL,NULL
16412,Fame-Dev,188,Vorstellungen
17480,eth1k,NULL,NULL
16980,`Administrator,NULL,NULL
16403,ANDR0ID,211,"Goods / Drugs / Self Defense"
16404,MRweedneger,251,Sonstiges
16402,Kaikias,214,"Drops / Packstation"
16405,DarkGER,252,Crypter/Packer/Binder
16406,Cardware,188,Vorstellungen
16408,Hellraiser,183,Diskussionen
16496,Mr.Smoke,183,Diskussionen
16413,viamvadens,NULL,NULL
16410,Pica,NULL,NULL
16495,convictiøn,214,"Drops / Packstation"
16417,feaRRRR,NULL,NULL
16419,Märtyrer,251,Sonstiges
16497,Kama,216,Searching
